title,publication_date,product_name,company_in_the_list,company_name_variants,multiple_nationality,main_country,no_total_authors,no_author_with_any_coi,coi_employment,coi_advisory_consulting,coi_speakers_bureau,coi_honoraria,first_author_coi_all,last_author_coi_all,coi_employment_first_author,coi_employment_last_author,coi_advisory_first_author,coi_advisory_last_author,coi_speakers_first_author,coi_speakers_last_author,coi_honoraria_first_author,coi_honoraria_last_author
Reducing Treatment Decision Conflict Difficulties in Breast Cancer Surgery: A Randomized Controlled Trial,2013-08-10,,False,[],0,China,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARAMOUNT: Final Overall Survival Results of the Phase III Study of Maintenance Pemetrexed Versus Placebo Immediately After Induction Treatment With Pemetrexed Plus Cisplatin for Advanced Nonsquamous Nonâ€“Small-Cell Lung Cancer,2013-08-10,pemetrexed,True,['Eli Lilly'],0,the Netherlands,17,12,5,6,0,5,1,1,1,0,0,0,0,0,0,0
Randomized Phase III Trial of Single-Agent Pemetrexed Versus Carboplatin and Pemetrexed in Patients With Advanced Nonâ€“Small-Cell Lung Cancer and Eastern Cooperative Oncology Group Performance Status of 2,2013-08-10,pemetrexed,True,['Eli Lilly'],0,USA,15,4,0,1,0,2,1,1,0,0,1,0,0,0,0,0
Serum Androgens As Prognostic Biomarkers in Castration-Resistant Prostate Cancer: Results From an Analysis of a Randomized Phase III Trial,2013-08-01,abiraterone acetate,True,"['Janssen Pharmaceuticals', 'Janssen Pharmaceuticals Research and Development', 'Janssen Pharmaceuticals (U)']",0,United Kingdom,9,5,3,1,0,1,1,1,1,0,0,0,0,0,0,0
Treatment-Related Mortality in Patients With Advanced-Stage Hodgkin Lymphoma: An Analysis of the German Hodgkin Study Group,2013-08-01,"BEACOPP (bleomycin, etoposide, doxorubicin, cyclophosphamide, vincristine, procarbazine, prednisone)",False,[],0,Germany,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Controlled Trial of Entecavir Prophylaxis for Rituximab-Associated Hepatitis B Virus Reactivation in Patients With Lymphoma and Resolved Hepatitis B,2013-08-01,entecavir,False,[],0,Taiwan,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osteonecrosis of the Jaw and Oral Healthâ€“Related Quality of Life After Adjuvant Zoledronic Acid: An Adjuvant Zoledronic Acid to Reduce Recurrence Trial Subprotocol (BIG01/04),2013-07-20,zoledronic acid,True,['Novartis'],0,Australia,14,4,0,3,0,2,1,1,0,0,1,0,0,0,0,0
Use of Allogeneic Hematopoietic Stem-Cell Transplantation Based on Minimal Residual Disease Response Improves Outcomes for Children With Relapsed Acute Lymphoblastic Leukemia in the Intermediate-Risk Group,2013-07-20,,False,[],0,Canada,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effect of Age on Breast Cancer Outcomes in Women With Human Epidermal Growth Factor Receptor 2â€“Positive Breast Cancer: Results From a Herceptin Adjuvant Trial,2013-07-20,trastuzumab,True,"['Genentech (U)', 'Genentech', 'Genentech/Roche (U)']",0,United Kingdom,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Minimal Residual Disease Assessed by Multiparameter Flow Cytometry in Multiple Myeloma: Impact on Outcome in the Medical Research Council Myeloma IX Study,2013-07-10,thalidomide,True,['Celgene'],0,United Kingdom,15,9,0,5,0,5,1,1,0,0,1,0,0,0,0,0
"Fluorouracil, Doxorubicin, and Cyclophosphamide (FAC) Versus FAC Followed by Weekly Paclitaxel As Adjuvant Therapy for High-Risk, Node-Negative Breast Cancer: Results From the GEICAM/2003-02 Study",2013-07-10,paclitaxel,False,[],0,Spain,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Open-Label Phase II Study of  Decitabine in Patients With Low- or Intermediate-Risk  Myelodysplastic Syndromes,2013-07-10,decitabine,True,['Eisai Pharmaceuticals'],0,USA,13,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Randomized Phase II Study of the Antiâ€“Epidermal Growth Factor Receptor Monoclonal Antibody Cetuximab With Cisplatin Versus Cisplatin Alone in Patients With Metastatic Triple-Negative Breast Cancer,2013-07-10,cetuximab,True,['Merck KGaA'],0,Germany,19,3,2,1,0,1,1,1,1,0,0,0,0,0,0,1
Randomized Double-Blind Placebo-Controlled Trial of Acetyl-L-Carnitine for the Prevention of Taxane-Induced Neuropathy in Women Undergoing Adjuvant Breast  Cancer Therapy,2013-07-10,acetyl-L-carnitine,False,[],0,USA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Results of an International Randomized Phase III Trial of the Mammalian Target of Rapamycin Inhibitor Ridaforolimus Versus Placebo to Control Metastatic Sarcomas in Patients After Benefit From Prior Chemotherapy,2013-07-01,ridaforolimus,True,"['ARIAD Pharmaceuticals (U)', 'ARIAD Pharmaceuticals']",0,USA,22,7,2,2,0,2,0,1,0,0,0,0,0,0,0,0
Resolution of Clostridium difficileâ€“Associated Diarrhea in Patients With Cancer Treated With Fidaxomicin or Vancomycin,2013-07-01,fidaxomicin,True,"['Optimer Pharma', 'Optimer', 'Optimer Pharmaceuticals']",0,USA,6,6,2,4,0,4,1,1,1,0,0,0,0,0,0,0
Dasatinib in Children and Adolescents With Relapsed or Refractory Leukemia: Results of the CA180-018 Phase I Dose-Escalation Study of the Innovative Therapies for Children With Cancer Consortium,2013-07-01,Dasatinib,True,['Bristol-Myers Squibb'],0,France,17,7,4,1,0,0,1,1,1,0,0,0,0,0,0,0
Selection of Immunostimulant AS15 for Active Immunization With MAGE-A3 Protein: Results of a Randomized Phase II Study of the European Organisation for Research and Treatment of Cancer Melanoma Group in Metastatic Melanoma,2013-07-01,MAGE-A3 protein,True,"['GlaxoSmithKline Biologicals', 'GlaxoSmithKline']",0,Germany,17,11,3,8,0,4,1,1,1,0,0,0,0,0,0,0
Adjuvant MAGE-A3 Immunotherapy in Resected Nonâ€“Small-Cell Lung Cancer: Phase II Randomized Study Results,2013-07-01,Recombinant MAGE-A3 protein immunotherapeutic,True,"['GlaxoSmithKline Biologicals (U)', 'GlaxoSmithKline Biologicals']",0,United Kingdom,19,9,3,3,0,2,1,1,1,0,0,0,0,0,0,0
"Prospective Investigation of Body Mass Index, Colorectal Adenoma, and Colorectal Cancer in the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial",2013-07-01,,False,[],0,USA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predictive Gene Signature in MAGE-A3 Antigen-Specific Cancer Immunotherapy,2013-07-01,MAGE-A3 immunotherapeutic,True,['GlaxoSmithKline Vaccines'],0,France,11,8,7,1,0,0,1,1,1,0,0,0,0,0,0,0
"Phase III Randomized, Placebo-Controlled Study of Cetuximab Plus Brivanib Alaninate Versus Cetuximab Plus Placebo in Patients With Metastatic, Chemotherapy-Refractory, Wild-Type K-RAS Colorectal Carcinoma: The NCIC Clinical Trials Group and AGITG CO.20 Trial",2013-07-01,cetuximab,True,"['Merck Serono', 'Merck Serono (U)']",0,USA,21,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0
Lumpectomy Plus Tamoxifen With or Without Irradiation in Women Age 70 Years or Older With Early Breast Cancer: Long-Term Follow-Up of CALGB 9343,2013-07-01,tamoxifen,False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized International Phase III Trial of ERCC1 and RRM1 Expressionâ€“Based Chemotherapy Versus Gemcitabine/Carboplatin in Advanced Nonâ€“Small-Cell Lung Cancer,2013-07-01,gemcitabine,True,['Eli Lilly'],0,Germany,17,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"Methylphenidate and/or a Nursing Telephone Intervention for Fatigue in Patients With Advanced Cancer: A Randomized, Placebo-Controlled, Phase II Trial",2013-07-01,methylphenidate,False,[],0,Chile,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of a Telephone-Delivered Multiple Health Behavior Change Intervention (CanChange) on Health and Behavioral Outcomes in Survivors of Colorectal Cancer: A Randomized Controlled Trial,2013-06-20,,False,[],0,Canada,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cediranib for Metastatic Alveolar Soft Part Sarcoma,2013-06-20,cediranib,False,[],0,USA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Selection Design Trial Evaluating CD8+-Enriched Versus Unselected Tumor-Infiltrating Lymphocytes for Adoptive Cell Therapy for Patients With Melanoma,2013-06-10,,False,[],0,USA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randomized Phase II, Double-Blind, Placebo-Controlled Study of Exemestane With or Without Entinostat in Postmenopausal Women With Locally Recurrent or Metastatic Estrogen Receptor-Positive Breast Cancer Progressing on Treatment With a Nonsteroidal Aromatase Inhibitor",2013-06-10,entinostat,True,"['Syndax Pharmaceuticals', 'Syndax Pharmaceuticals (U)']",0,USA,10,4,0,3,0,0,1,1,0,0,1,0,0,0,0,0
Impact of PTEN Protein Expression on Benefit From Adjuvant Trastuzumab in Early-Stage Human Epidermal Growth Factor Receptor 2â€“Positive Breast Cancer in the North Central Cancer Treatment Group N9831 Trial,2013-06-10,trastuzumab,True,"['Genentech', 'Genentech/Roche']",0,USA,15,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Pooled Analysis of the Prognostic and Predictive Effects of KRAS Mutation Status and KRAS Mutation Subtype in Early-Stage Resected Nonâ€“Small-Cell Lung Cancer in Four Trials of Adjuvant Chemotherapy,2013-06-10,,False,[],0,USA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-Dose Cytarabine Consolidation With or Without Additional Amsacrine and Mitoxantrone in Acute Myeloid Leukemia: Results of the Prospective Randomized AML2003 Trial,2013-06-10,mitoxantrone,True,['Novartis'],0,Czech Republic,22,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0
Multicenter Phase II Study of Bendamustine Plus Rituximab in Patients With Relapsed or Refractory Diffuse Large B-Cell Lymphoma,2013-06-10,bendamustine,True,['SymBio Pharmaceuticals'],0,Korea,17,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Randomized Phase II Study of Ixabepilone or Paclitaxel Plus Carboplatin in Patients With Nonâ€“Small-Cell Lung Cancer Prospectively Stratified by Beta-3 Tubulin Status,2013-06-01,ixabepilone,True,['Bristol-Myers Squibb'],0,USA,11,7,4,3,0,1,1,1,1,0,0,0,0,0,0,0
"Magnitude of Trastuzumab Benefit in Patients With  HER2-Positive, Invasive Lobular Breast Carcinoma: Results From the HERA Trial",2013-06-01,trastuzumab,True,"['Genentech', 'Roche-Genentech']",0,USA,18,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Phase II Trial of the CDK4 Inhibitor PD0332991 in Patients With Advanced CDK4-Amplified Well-Differentiated or Dedifferentiated Liposarcoma,2013-06-01,palbociclib,True,['Pfizer'],0,USA,14,3,0,3,0,0,1,1,0,0,1,1,0,0,0,0
"90Yttrium-Ibritumomab Tiuxetan Consolidation of First Remission in Advanced-Stage Follicular Non-Hodgkin Lymphoma: Updated Results After a Median Follow-Up of 7.3 Years From the International, Randomized, Phase III First-Line Indolent Trial",2013-06-01,90Y-ibritumomab tiuxetan,True,['Spectrum Pharmaceuticals'],0,USA,12,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0
Randomized Trial of Lapatinib Versus Placebo Added to Paclitaxel in the Treatment of Human Epidermal Growth Factor Receptor 2â€“Overexpressing Metastatic Breast Cancer,2013-06-01,lapatinib,True,['GlaxoSmithKline'],0,Peru,17,5,3,0,0,0,1,1,1,0,0,0,0,0,0,0
Randomized Controlled Trial of Cetuximab Plus Chemotherapy for Patients With KRAS Wild-Type Unresectable Colorectal Liver-Limited Metastases,2013-06-01,cetuximab,False,[],0,China,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associations Between Cigarette Smoking Status and Colon Cancer Prognosis Among Participants in North Central Cancer Treatment Group Phase III Trial N0147,2013-06-01,cetuximab,False,[],0,USA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multicenter Phase II Study of Neoadjuvant Lapatinib and Trastuzumab With Hormonal Therapy and Without Chemotherapy in Patients With Human Epidermal Growth Factor Receptor 2â€“Overexpressing Breast Cancer: TBCRC 006,2013-05-10,lapatinib,True,['GlaxoSmithKline'],0,USA,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AVEREL: A Randomized Phase III Trial Evaluating Bevacizumab in Combination With Docetaxel and Trastuzumab As First-Line Therapy for HER2-Positive Locally Recurrent/Metastatic Breast Cancer,2013-05-10,bevacizumab,True,"['Roche', 'F. Hoffmann-La Roche']",0,Switzerland,17,9,3,4,0,3,1,1,1,0,0,0,0,0,0,0
"Phase III, Multicenter, Randomized Trial of Maintenance Chemotherapy Versus Observation in Patients With Metastatic Breast Cancer After Achieving Disease Control With Six Cycles of Gemcitabine Plus Paclitaxel As First-Line Chemotherapy: KCSG-BR07-02",2013-05-10,paclitaxel,False,[],0,Korea,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase III, Randomized, Placebo-Controlled Study of Docetaxel in Combination With Zibotentan in Patients With Metastatic Castration-Resistant Prostate Cancer",2013-05-10,zibotentan,True,['AstraZeneca'],0,USA,10,10,4,5,0,2,1,1,1,0,0,0,0,0,0,0
Pharmacodynamic Effects and Mechanisms of Resistance to Vemurafenib in Patients With Metastatic Melanoma,2013-05-10,vemurafenib,True,"['Roche Genentech', 'Genentech', 'F. Hoffmann-La Roche', 'F. Hoffmann-La Roche/Genentech', 'Roche', 'Roche Diagnostics', 'Roche (U)']",0,USA,29,19,6,12,0,6,1,1,1,0,0,0,0,0,0,0
"Randomized Phase III Study of Gemcitabine Plus S-1, S-1 Alone, or Gemcitabine Alone in Patients With Locally Advanced and Metastatic Pancreatic Cancer in Japan and Taiwan: GEST Study",2013-05-01,S-1,True,"['Taiho Pharmaceutical', 'Taiho Pharmaceutical Co. Ltd', 'Taiho Pharmaceutical (U)']",0,Taiwan,25,22,0,14,0,17,1,1,0,0,1,0,0,0,0,0
Rituximab Purging and/or Maintenance in Patients Undergoing Autologous Transplantation for Relapsed Follicular Lymphoma: A Prospective Randomized Trial From the Lymphoma Working Party of the European Group for Blood and Marrow Transplantation,2013-05-01,rituximab,True,['Roche'],0,Czech Republic,20,10,0,5,0,5,1,1,0,0,1,0,0,0,0,0
"Allogeneic Hematopoietic Cell Transplantation for Fanconi Anemia in Patients With Pretransplantation Cytogenetic Abnormalities, Myelodysplastic Syndrome, or Acute Leukemia",2013-05-01,,False,[],0,United Kingdom,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sequential Phase I and II Trials of Stereotactic Body Radiotherapy for Locally Advanced Hepatocellular Carcinoma,2013-05-01,,False,[],0,Canada,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase III Randomized Study of Rituximab/Carmustine, Etoposide, Cytarabine, and Melphalan (BEAM) Compared With Iodine-131 Tositumomab/BEAM With Autologous Hematopoietic Cell Transplantation for Relapsed Diffuse Large B-Cell Lymphoma: Results From the BMT CTN 0401 Trial",2013-05-01,Rituximab,True,['Genentech'],0,USA,13,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
R-CVP Versus R-CHOP Versus R-FM for the Initial Treatment of Patients With Advanced-Stage Follicular Lymphoma: Results of the FOLL05 Trial Conducted by the Fondazione Italiana Linfomi,2013-04-20,rituximab,True,['Roche'],0,Italy,20,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
ABVD in Older Patients With Early-Stage Hodgkin Lymphoma Treated Within the German Hodgkin Study Group HD10 and HD11 Trials,2013-04-20,ABVD,False,[],0,Austria,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abagovomab As Maintenance Therapy in Patients With Epithelial Ovarian Cancer: A Phase III Trial of the AGO OVAR, COGI, GINECO, and GEICOâ€”The MIMOSA Study",2013-04-20,abagovomab,True,['Menarini Ricerche'],0,USA,29,10,5,3,0,0,1,0,1,0,0,0,0,0,0,0
"Phase III Randomized, Placebo-Controlled Trial of Docetaxel With or Without Gefitinib in Recurrent or Metastatic Head and Neck Cancer: An Eastern Cooperative Oncology Group Trial",2013-04-10,gefitinib,True,['AstraZeneca'],0,USA,8,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Cisplatin and Radiotherapy With or Without Erlotinib in Locally Advanced Squamous Cell Carcinoma of the Head and Neck: A Randomized Phase II Trial,2013-04-10,erlotinib,True,['OSI Pharmaceuticals'],0,USA,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Prospective Randomized Phase II Trial of a Single Early Intravesical Instillation of Pirarubicin (THP) in the Prevention of Bladder Recurrence After Nephroureterectomy for Upper Urinary Tract Urothelial Carcinoma: The THP Monotherapy Study Group Trial,2013-04-10,pirarubicin,False,[],0,Japan,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Combination of Rituximab, Bendamustine, and Cytarabine for Patients With Mantle-Cell Non-Hodgkin Lymphoma Ineligible for Intensive Regimens or Autologous Transplantation",2013-04-10,rituximab,False,[],0,Italy,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exemestane Versus Anastrozole in Postmenopausal Women With Early Breast Cancer: NCIC CTG MA.27â€”A Randomized Controlled Phase III Trial,2013-04-10,exemestane,True,"['Pfizer (U)', 'Pfizer']",0,Hungary,21,5,0,4,0,1,1,0,0,0,1,0,0,0,0,0
Geriatric Factors Predict Chemotherapy Feasibility: Ancillary Results of FFCD 2001-02 Phase III Study in First-Line Chemotherapy for Metastatic Colorectal Cancer in Elderly Patients,2013-04-10,irinotecan,True,['Pfizer'],0,France,17,4,0,0,0,4,1,1,0,0,0,0,0,0,1,1
Results of a Multicenter Prospective Study on the Postoperative Treatment of Unilateral Retinoblastoma After Primary Enucleation,2013-04-10,thiotepa,False,[],0,CHU Nantes,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of Melatonin on Appetite and Other Symptoms in Patients With Advanced Cancer and Cachexia: A Double-Blind Placebo-Controlled Trial,2013-04-01,melatonin,False,[],0,USA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Effect of Ruxolitinib Therapy on Myelofibrosis-Related Symptoms and Other Patient-Reported Outcomes in COMFORT-I: A Randomized, Double-Blind, Placebo-Controlled Trial",2013-04-01,ruxolitinib,True,['Incyte'],0,USA,18,16,5,6,0,6,1,1,1,0,0,0,0,0,0,0
Specificity of Problem-Solving Skills Training in Mothers of Children Newly Diagnosed With Cancer: Results of a Multisite Randomized Clinical Trial,2013-04-01,,False,[],0,USA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two-Year Randomized Controlled Prospective Trial Converting Treatment of Stable Renal Transplant Recipients With Cutaneous Invasive Squamous Cell Carcinomas to Sirolimus,2013-04-01,sirolimus,True,['Pfizer'],0,United Kingdom,7,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"Fluorouracil, Leucovorin, and Irinotecan Plus Either Sunitinib or Placebo in Metastatic Colorectal Cancer: A Randomized, Phase III Trial",2013-04-01,sunitinib,True,['Pfizer'],0,Belgium,17,9,6,1,0,1,1,1,1,0,0,0,0,0,0,0
"Final Results of Phase III SYMMETRY Study: Randomized, Double-Blind Trial of Elesclomol Plus Paclitaxel Versus Paclitaxel Alone As Treatment for Chemotherapy-Naive Patients With Advanced Melanoma",2013-03-20,elesclomol,True,['Synta Pharmaceuticals'],0,USA,19,6,3,2,0,0,1,0,1,0,0,0,0,0,0,0
Steroid-Sparing Effect of Corticorelin Acetate in Peritumoral Cerebral Edema Is Associated With Improvement in Steroid-Induced Myopathy,2013-03-20,corticorelin acetate,True,['Celtic Pharma'],0,USA,5,4,1,2,0,0,1,1,1,0,0,0,0,0,0,0
"Oral Antibiotics for Fever in Low-Risk Neutropenic Patients With Cancer: A Double-Blind, Randomized, Multicenter Trial Comparing Single Daily Moxifloxacin With Twice Daily Ciprofloxacin Plus Amoxicillin/Clavulanic Acid Combination Therapyâ€”EORTC Infectious Diseases  Group Trial XV",2013-03-20,moxifloxacin,True,['Bayer HealthCare Pharmaceuticals'],0,Italy,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Postinduction Dexamethasone and Individualized Dosing of Escherichia Coli L-Asparaginase Each Improve Outcome of Children and Adolescents With Newly Diagnosed Acute Lymphoblastic Leukemia: Results From a Randomized Studyâ€”Dana-Farber Cancer Institute ALL Consortium Protocol 00-01,2013-03-20,Escherichia coli L-asparaginase,True,['Sigma-Tau Pharmaceuticals'],0,Canada,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Randomized Study of Trastuzumab Emtansine Versus Trastuzumab Plus Docetaxel in Patients With Human Epidermal Growth Factor Receptor 2Ã¢â‚¬â€œPositive Metastatic Breast Cancer,2013-03-20,trastuzumab emtansine (T-DM1),True,['Roche'],0,USA,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Randomized Phase III Multi-Institutional Study of TNFerade Biologic With Fluorouracil and Radiotherapy for Locally Advanced Pancreatic Cancer: Final Results,2013-03-01,TNFerade,True,['GenVec'],0,USA,19,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Phase II Trial of Erlotinib Plus Concurrent Whole-Brain Radiation Therapy for Patients With Brain Metastases From Nonâ€“Small-Cell Lung Cancer,2013-03-01,erlotinib,True,['Genentech'],0,USA,18,2,0,1,0,2,1,1,0,0,1,0,0,0,0,1
Prognostic and Predictive Value of Tumor-Infiltrating Lymphocytes in a Phase III Randomized Adjuvant Breast Cancer Trial in Node-Positive Breast Cancer Comparing the Addition of Docetaxel to Doxorubicin With Doxorubicin-Based Chemotherapy: BIG 02-98,2013-03-01,doxorubicin,False,[],0,Hungary,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Induction Chemotherapy Followed by Either Chemoradiotherapy or Bioradiotherapy for Larynx Preservation: The TREMPLIN Randomized Phase II Study,2013-03-01,cetuximab,True,"['Merck', 'Merck Serono']",0,Belgium,24,3,1,1,0,3,1,1,1,0,0,0,0,0,0,1
Long-Term Results of RTOG 91-11: A Comparison of Three Nonsurgical Treatment Strategies to Preserve the Larynx in Patients With Locally Advanced Larynx Cancer,2013-03-01,cisplatin,False,[],0,USA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonadotropin-Releasing Hormone Agonist for the Prevention of Chemotherapy-Induced Ovarian Failure in Patients With Lymphoma: 1-Year Follow-Up of a Prospective Randomized Trial,2013-03-01,triptorelin,True,['Ipsen'],0,Italy,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bortezomib Added to Daunorubicin and Cytarabine During Induction Therapy and to Intermediate-Dose Cytarabine for Consolidation in Patients With Previously Untreated Acute Myeloid Leukemia Age 60 to 75 Years: CALGB (Alliance) Study 10502,2013-03-01,bortezomib,False,[],0,USA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase II Study of Gemcitabine, Carboplatin, and Bevacizumab in Patients With Advanced Unresectable or Metastatic Urothelial Cancer",2013-02-20,bevacizumab,True,['Genentech'],0,USA,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Systematic Monitoring and Treatment of Physical Symptoms to Alleviate Fatigue in Patients With Advanced Cancer: A Randomized Controlled Trial,2013-02-20,,False,[],0,the Netherlands,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Phase III Trial of ABVD Versus Stanford V With or Without Radiation Therapy in Locally Extensive and Advanced-Stage Hodgkin Lymphoma: An Intergroup Study Coordinated by the Eastern Cooperative Oncology Group (E2496),2013-02-20,"doxorubicin, bleomycin, vinblastine, dacarbazine",False,[],0,USA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"High-Dose Vincristine Sulfate Liposome Injection for Advanced, Relapsed, and Refractory Adult Philadelphia Chromosomeâ€“Negative Acute Lymphoblastic Leukemia",2013-02-20,vincristine sulfate liposome injection,True,['Talon Therapeutics'],0,Canada,27,17,2,5,0,0,1,1,1,0,0,0,0,0,0,0
"Randomized Phase III Trial of Induction Chemotherapy With Docetaxel, Cisplatin, and Fluorouracil Followed by Surgery Versus Up-Front Surgery in Locally Advanced Resectable Oral Squamous Cell Carcinoma",2013-02-20,docetaxel,True,['sanofi-aventis'],0,USA,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Randomized Trial of Myeloablative Conditioning Regimens: Busulfan Plus Cyclophosphamide Versus Busulfan Plus Fludarabine,2013-02-20,busulfan,True,['Otsuka'],0,Korea,15,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
Improved Outcome in Pediatric Relapsed Acute Myeloid Leukemia: Results of a Randomized Trial on Liposomal Daunorubicin by the International BFM Study Group,2013-02-10,liposomal daunorubicin,True,['Galen'],0,Israel,20,2,0,2,0,0,1,1,0,0,1,1,0,0,0,0
Phase III Randomized Clinical Trial Comparing Tremelimumab With Standard-of-Care Chemotherapy in Patients With Advanced Melanoma,2013-02-10,tremelimumab,True,['Pfizer'],0,USA,24,14,4,6,0,2,1,1,1,0,0,0,0,0,0,0
Prostate Cancer Diagnosis Among Men With Isolated High-Grade Intraepithelial Neoplasia Enrolled Onto a 3-Year Prospective Phase III Clinical Trial of Oral Toremifene,2013-02-10,toremifene citrate,True,"['GTx', 'Gtx']",0,USA,6,6,4,2,0,1,1,1,1,0,0,0,0,0,0,0
Safety and Clinical Activity of a Combination Therapy Comprising Two Antibody-Based Targeting Agents for the Treatment of Non-Hodgkin Lymphoma: Results of a Phase I/II Study Evaluating the Immunoconjugate Inotuzumab Ozogamicin With Rituximab,2013-02-10,Inotuzumab ozogamicin,True,['Pfizer'],0,USA,20,12,5,3,0,4,1,1,1,0,0,0,0,0,0,0
Addition of Rituximab to Chlorambucil Produces Superior Event-Free Survival in the Treatment of Patients With Extranodal Marginal-Zone B-Cell Lymphoma: 5-Year Analysis of the IELSG-19 Randomized Study,2013-02-10,rituximab,True,['Genentech'],0,United Kingdom,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phase II Study of Lenalidomide and Rituximab As Salvage Therapy for Patients With Relapsed or Refractory Chronic Lymphocytic Leukemia,2013-02-10,lenalidomide,True,['Celgene'],0,USA,9,4,0,3,0,0,1,1,0,0,1,0,0,0,0,0
Radiofrequency Ablation With or Without Transcatheter Arterial Chemoembolization in the Treatment of Hepatocellular Carcinoma: A Prospective Randomized Trial,2013-02-01,,False,[],0,China,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Study of the MEK1/MEK2 Inhibitor Trametinib in Patients With Metastatic BRAF-Mutant Cutaneous Melanoma Previously Treated With or Without a BRAF Inhibitor,2013-02-01,trametinib,True,"['GlaxoSmithKline (U)', 'GlaxoSmithKline']",0,USA,20,17,6,6,0,0,1,1,1,0,0,0,0,0,0,0
Phase II Study of Bendamustine in Relapsed and Refractory Hodgkin Lymphoma,2013-02-01,bendamustine,True,"['Cephalon', 'Cephalon/Teva']",0,USA,13,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Persistent Overall Survival Benefit and No Increased Risk of Second Malignancies With Bortezomib-Melphalan-Prednisone Versus Melphalan-Prednisone in Patients With Previously Untreated Multiple Myeloma,2013-02-01,bortezomib,True,['Millennium Pharmaceuticals'],0,United Kingdom,22,8,1,4,0,6,1,0,1,0,0,0,0,0,0,0
Cabozantinib in Patients With Advanced Prostate Cancer: Results of a Phase II Randomized Discontinuation Trial,2013-02-01,cabozantinib,True,"['Exelixis (U)', 'Exelixis']",0,Belgium,21,12,2,7,0,2,0,0,0,0,0,0,0,0,0,0
Phase III Trial of Carboplatin and Paclitaxel With or Without Sorafenib in Metastatic Melanoma,2013-01-20,sorafenib,True,['Onyx Pharmaceuticals'],0,USA,9,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
